"","Rank","p.value","p.adj","avg.logfc","avg.logfc.dir","direction","significance"
"GO_BRANCHED_CHAIN_AMINO_ACID_METABOLIC_PROCESS",657,0.00509169172987191,0.0368647710895409,1,1,"Up",9.4055825418456
"GO_STRIATED_MUSCLE_ADAPTATION",658,0.00509169172987191,0.0368647710895409,1,1,"Up",9.4055825418456
"GO_AXONEME_PART",659,0.00509169172987191,0.0368647710895409,1,1,"Up",9.4055825418456
"GO_PROTON_TRANSPORTING_V_TYPE_ATPASE_COMPLEX",660,0.00509169172987191,0.0368647710895409,1,1,"Up",9.4055825418456
"GO_HEPARIN_BINDING",661,0.00503381228724241,0.0368647710895409,1,1,"Up",9.4055825418456
"GO_ORGANOPHOSPHATE_ESTER_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",662,0.00509169172987191,0.0368647710895409,1,1,"Up",9.4055825418456
"GO_PROTEIN_TYROSINE_KINASE_BINDING",663,0.00512528776614646,0.0370520426291704,1,1,"Up",9.39114259564281
"GO_REGULATION_OF_HORMONE_SECRETION",664,0.00524695267368646,0.0378744641038843,1,1,"Up",9.32858032511816
"GO_MUSCLE_TISSUE_DEVELOPMENT",665,0.0053128634944309,0.0382862222804673,1,1,"Up",9.29776606694688
"GO_RESPONSE_TO_COCAINE",666,0.00533594752417111,0.0382862222804673,1,1,"Up",9.29776606694688
"GO_NEGATIVE_REGULATION_OF_DNA_BINDING",667,0.00533594752417111,0.0382862222804673,1,1,"Up",9.29776606694688
"GO_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_CELL_DEATH",668,0.00533594752417111,0.0382862222804673,1,1,"Up",9.29776606694688
"GO_REGULATION_OF_CELL_MATRIX_ADHESION",669,0.00544053247684488,0.0389782842474103,1,1,"Up",9.2467140781757
"GO_CARBOHYDRATE_METABOLIC_PROCESS",670,0.0054882067240983,0.0392611564606017,1,1,"Up",9.22610765822878
"GO_POSITIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION",671,0.0055476583344272,0.0395095488809949,1,1,"Up",9.20813504835368
"GO_NUCLEAR_ENVELOPE_ORGANIZATION",672,0.0055476583344272,0.0395095488809949,1,1,"Up",9.20813504835368
"GO_COFACTOR_BINDING",673,0.00554493580345164,0.0395095488809949,1,1,"Up",9.20813504835368
"GO_LYASE_ACTIVITY",674,0.0056589672705971,0.0402424779346764,1,1,"Up",9.15575468117393
"GO_LIMBIC_SYSTEM_DEVELOPMENT",675,0.00578804363236157,0.0410993972294948,1,1,"Up",9.09570953427881
"GO_REGULATION_OF_REPRODUCTIVE_PROCESS",676,0.00580922322186546,0.0411887676071023,1,1,"Up",9.08951950804603
"GO_RESPONSE_TO_ZINC_ION",677,0.00586431793795952,0.0412136009921407,1,1,"Up",9.08780186726475
"GO_NEGATIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION",678,0.00586431793795952,0.0412136009921407,1,1,"Up",9.08780186726475
"GO_NEURON_PROJECTION_DEVELOPMENT",679,0.005833682867637,0.0412136009921407,1,1,"Up",9.08780186726475
"GO_AGING",680,0.00585696802567677,0.0412136009921407,1,1,"Up",9.08780186726475
"GO_POSITIVE_REGULATION_OF_TRANSFERASE_ACTIVITY",681,0.00586074513238327,0.0412136009921407,1,1,"Up",9.08780186726475
"GO_MITOTIC_SPINDLE",682,0.00586431793795952,0.0412136009921407,1,1,"Up",9.08780186726475
"GO_MITOTIC_CYTOKINESIS",683,0.00599665200552086,0.0417815981548533,1,1,"Up",9.0487954485681
"GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING",684,0.00602359364177,0.0417815981548533,1,1,"Up",9.0487954485681
"GO_CELLULAR_RESPONSE_TO_LITHIUM_ION",685,0.00602359364177,0.0417815981548533,1,1,"Up",9.0487954485681
"GO_HYALURONAN_METABOLIC_PROCESS",686,0.00599665200552086,0.0417815981548533,1,1,"Up",9.0487954485681
"GO_MAMMARY_GLAND_ALVEOLUS_DEVELOPMENT",687,0.00602359364177,0.0417815981548533,1,1,"Up",9.0487954485681
"GO_MAMMARY_GLAND_LOBULE_DEVELOPMENT",688,0.00602359364177,0.0417815981548533,1,1,"Up",9.0487954485681
"GO_REGULATION_OF_PROTEOLYSIS",689,0.0060197300950026,0.0417815981548533,1,1,"Up",9.0487954485681
"GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN",690,0.00602359364177,0.0417815981548533,1,1,"Up",9.0487954485681
"GO_DOPAMINE_RECEPTOR_BINDING",691,0.00602359364177,0.0417815981548533,1,1,"Up",9.0487954485681
"GO_CARDIAC_MUSCLE_ADAPTATION",692,0.00611795508204421,0.0418839867496667,1,1,"Up",9.04182049933741
"GO_SNORNA_METABOLIC_PROCESS",693,0.00611795508204421,0.0418839867496667,1,1,"Up",9.04182049933741
"GO_REGULATION_OF_PROTEIN_COMPLEX_ASSEMBLY",694,0.00611356355013775,0.0418839867496667,1,1,"Up",9.04182049933741
"GO_MUSCLE_HYPERTROPHY_IN_RESPONSE_TO_STRESS",695,0.00611795508204421,0.0418839867496667,1,1,"Up",9.04182049933741
"GO_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE",696,0.00611795508204421,0.0418839867496667,1,1,"Up",9.04182049933741
"GO_REGULATION_OF_CELL_ADHESION",697,0.00612574060327902,0.0418839867496667,1,1,"Up",9.04182049933741
"GO_KETONE_BODY_METABOLIC_PROCESS",698,0.00611795508204421,0.0418839867496667,1,1,"Up",9.04182049933741
"GO_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_NEURON_DEATH",699,0.00611795508204421,0.0418839867496667,1,1,"Up",9.04182049933741
"GO_REGULATION_OF_MYOBLAST_PROLIFERATION",700,0.00611795508204421,0.0418839867496667,1,1,"Up",9.04182049933741
"GO_CARDIAC_MUSCLE_HYPERTROPHY_IN_RESPONSE_TO_STRESS",701,0.00611795508204421,0.0418839867496667,1,1,"Up",9.04182049933741
"GO_NEGATIVE_REGULATION_OF_MAP_KINASE_ACTIVITY",702,0.00622055983453775,0.0424717140839593,1,1,"Up",9.00211007006661
"GO_NUCLEOBASE_METABOLIC_PROCESS",703,0.00628090316852712,0.0426239960013402,1,1,"Up",8.99191060872676
"GO_NEGATIVE_CHEMOTAXIS",704,0.00628090316852712,0.0426239960013402,1,1,"Up",8.99191060872676
"GO_CELL_PROJECTION_MEMBRANE",705,0.00629522062676179,0.0426239960013402,1,1,"Up",8.99191060872676
"GO_NUCLEAR_REPLICATION_FORK",706,0.00628090316852712,0.0426239960013402,1,1,"Up",8.99191060872676
"GO_TRANSPORTER_COMPLEX",707,0.00629622139973897,0.0426239960013402,1,1,"Up",8.99191060872676
"GO_CATION_CHANNEL_ACTIVITY",708,0.00629522062676179,0.0426239960013402,1,1,"Up",8.99191060872676
"GO_HEART_MORPHOGENESIS",709,0.00633202250915524,0.0428059011091411,1,1,"Up",8.9797747148569
"GO_DNA_DEPENDENT_DNA_REPLICATION_MAINTENANCE_OF_FIDELITY",710,0.00637707030391789,0.0428085405695777,1,1,"Up",8.97959900172051
"GO_CELL_DEATH",711,0.0063513395222851,0.0428085405695777,1,1,"Up",8.97959900172051
"GO_NEGATIVE_REGULATION_OF_MYOBLAST_DIFFERENTIATION",712,0.00637707030391789,0.0428085405695777,1,1,"Up",8.97959900172051
"GO_IONOTROPIC_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY",713,0.00637707030391789,0.0428085405695777,1,1,"Up",8.97959900172051
"GO_ESTABLISHMENT_OF_MITOTIC_SPINDLE_LOCALIZATION",714,0.00637707030391789,0.0428085405695777,1,1,"Up",8.97959900172051
"GO_POSITIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY",715,0.00660629184007708,0.0442852542510342,1,1,"Up",8.88295235045663
"GO_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION",716,0.00672699325932039,0.045031394821121,1,1,"Up",8.83533837547976
"GO_NUCLEOLUS",717,0.00674237577596033,0.0450714185413917,1,1,"Up",8.83280665803359
"GO_MORPHOGENESIS_OF_AN_EPITHELIUM",718,0.00681585040362475,0.0453348650406596,1,1,"Up",8.81619812986612
"GO_REGULATION_OF_PEPTIDE_TRANSPORT",719,0.00681961979852193,0.0453348650406596,1,1,"Up",8.81619812986612
"GO_LEARNING",720,0.00681568665027509,0.0453348650406596,1,1,"Up",8.81619812986612
"GO_ENDOCYTIC_VESICLE",721,0.00681961979852193,0.0453348650406596,1,1,"Up",8.81619812986612
"GO_RESPONSE_TO_KETONE",722,0.00690980453519411,0.0458336918268354,1,1,"Up",8.78501317479221
"GO_COLLAGEN_BINDING",723,0.00691378243079532,0.0458336918268354,1,1,"Up",8.78501317479221
"GO_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION",724,0.0069255303617415,0.0458481588726892,1,1,"Up",8.78411381681128
"GO_APOPTOTIC_SIGNALING_PATHWAY",725,0.00695070662766857,0.0458767112370174,1,1,"Up",8.78233966373764
"GO_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR",726,0.00694461964173613,0.0458767112370174,1,1,"Up",8.78233966373764
"GO_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY",727,0.00695855812003165,0.0458767112370174,1,1,"Up",8.78233966373764
"GO_POSITIVE_REGULATION_OF_RESPONSE_TO_STIMULUS",728,0.00707183499181099,0.0465594850491073,1,1,"Up",8.74023998415593
"GO_RESPONSE_TO_AMINE",729,0.00712801912991607,0.0467592986622615,1,1,"Up",8.72803624911803
"GO_GLYCEROLIPID_METABOLIC_PROCESS",730,0.00712726222422596,0.0467592986622615,1,1,"Up",8.72803624911803
"GO_DOUBLE_STRANDED_DNA_BINDING",731,0.00713145155896372,0.0467592986622615,1,1,"Up",8.72803624911803
"GO_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION",732,0.00718247021924351,0.0470294805475876,1,1,"Up",8.71161740237588
"GO_NEGATIVE_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY",733,0.0072022921774877,0.0470949337062736,1,1,"Up",8.70765403348573
"GO_ACTIN_FILAMENT_BASED_MOVEMENT",734,0.00729021654779876,0.047460349506233,1,1,"Up",8.68562782291997
"GO_MULTICELLULAR_ORGANISM_METABOLIC_PROCESS",735,0.00729021654779876,0.047460349506233,1,1,"Up",8.68562782291997
"GO_MEMBRANE_ORGANIZATION",736,0.00729778376509362,0.047460349506233,1,1,"Up",8.68562782291997
"GO_BASEMENT_MEMBRANE",737,0.00729021654779876,0.047460349506233,1,1,"Up",8.68562782291997
"GO_PROTEIN_UBIQUITINATION_INVOLVED_IN_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS",738,0.00736946094982072,0.0476035395316586,1,1,"Up",8.67704295495238
"GO_RESPONSE_TO_WOUNDING",739,0.00734781799414789,0.0476035395316586,1,1,"Up",8.67704295495238
"GO_REGULATION_OF_MEIOTIC_CELL_CYCLE",740,0.00736039039308017,0.0476035395316586,1,1,"Up",8.67704295495238
"GO_POSITIVE_REGULATION_OF_CELL_MATRIX_ADHESION",741,0.00736039039308017,0.0476035395316586,1,1,"Up",8.67704295495238
"GO_VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX",742,0.00736039039308017,0.0476035395316586,1,1,"Up",8.67704295495238
"GO_POSTSYNAPTIC_MEMBRANE",743,0.00739287018109711,0.0476904801857314,1,1,"Up",8.67184307305765
"GO_FOREBRAIN_DEVELOPMENT",744,0.00745597731953266,0.048032929156613,1,1,"Up",8.6514531464451
"GO_OXIDATION_REDUCTION_PROCESS",745,0.00750393517690769,0.0482769950374746,1,1,"Up",8.63700962591709
"GO_REGULATION_OF_CELL_GROWTH",746,0.00752398063556866,0.0483410712952823,1,1,"Up",8.63322977244027
"GO_IRON_ION_TRANSPORT",747,0.00758932643943263,0.0486956380511387,1,1,"Up",8.6124040541778
"GO_REGULATION_OF_CALCIUM_ION_IMPORT",748,0.00761098619936387,0.0487693273443196,1,1,"Up",8.60809489989675
"GO_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT",749,0.00768012178161264,0.0491466271018283,1,1,"Up",8.58613292874489
"GO_REGULATION_OF_CELLULAR_PH",750,0.00773339328293752,0.0492900984110632,1,1,"Up",8.57782592677895
"GO_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM",751,0.00771620079965506,0.0492900984110632,1,1,"Up",8.57782592677895
"GO_TRANSCRIPTIONAL_ACTIVATOR_ACTIVITY_RNA_POLYMERASE_II_CORE_PROMOTER_PROXIMAL_REGION_SEQUENCE_SPECIFIC_BINDING",752,0.00772964911765936,0.0492900984110632,1,1,"Up",8.57782592677895
"GO_ORGANOPHOSPHATE_CATABOLIC_PROCESS",753,0.00781700457631408,0.049598774991447,1,1,"Up",8.5600351969517
"GO_OOCYTE_MATURATION",754,0.00784711784277842,0.049598774991447,1,1,"Up",8.5600351969517
"GO_POSITIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION",755,0.00784711784277842,0.049598774991447,1,1,"Up",8.5600351969517
"GO_NEURON_PROJECTION_GUIDANCE",756,0.00785426042530946,0.049598774991447,1,1,"Up",8.5600351969517
"GO_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES",757,0.00784202022806819,0.049598774991447,1,1,"Up",8.5600351969517
"GO_FILOPODIUM_MEMBRANE",758,0.00784711784277842,0.049598774991447,1,1,"Up",8.5600351969517
"GO_ATP_DEPENDENT_MICROTUBULE_MOTOR_ACTIVITY",759,0.00784711784277842,0.049598774991447,1,1,"Up",8.5600351969517
"GO_CHONDROITIN_SULFATE_BIOSYNTHETIC_PROCESS",760,0.00788271232872093,0.049647621802312,1,1,"Up",8.55723003716771
"GO_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_SARCOPLASMIC_RETICULUM",761,0.00788271232872093,0.049647621802312,1,1,"Up",8.55723003716771
